578	578	2022
579	579	2015
580	580	2025
581	581	2011
582	582	2013
583	583	2018
584	584	2020
585	585	2017
586	586	2018
587	587	2019
588	588	2020
589	589	2025
590	590	2017
591	591	2007
592	592	2008
593	593	2004
594	594	2005
595	595	2013
596	596	1987
597	597	2019
598	598	2008
599	599	2012
600	600	2013
601	601	2005
602	602	1995
603	603	2010
604	604	2019
605	605	2025
606	606	2016
607	607	2019
608	608	2009
609	609	2017
610	610	2006
611	611	2010
612	612	1999
613	613	2000
614	614	2008
615	615	2022
616	616	2021
617	617	2007
618	618	2015
619	619	2015
620	620	2008
621	621	2024
622	622	2016
623	623	1996
624	624	2020
625	625	2022
626	626	2011
627	627	2010
628	628	1962
629	629	2021
630	630	2014
631	631	2023
632	632	2008
633	633	2009
634	634	2017
635	635	2007
636	636	2013
637	637	2008
638	638	2017
639	639	2021
640	640	2001
641	641	2019
642	642	2016
643	643	2012
644	644	2020
645	645	2013
646	646	2013
647	647	2015
648	648	2013
649	649	2025
650	650	2020
651	651	2020
652	652	2022
653	653	2016
654	654	2018
655	655	2020
656	656	2006
657	657	2017
658	658	2020
659	659	2008
660	660	1998
661	661	2013
662	662	2009
663	663	2021
664	664	2011
665	665	2012
666	666	2012
667	667	2014
668	668	2008
669	669	2022
670	670	2023
671	671	2022
672	672	2019
673	673	2024
674	674	2021
675	675	2019
676	676	2023
677	677	1993
678	678	2013
679	679	2006
680	680	2009
681	681	2013
682	682	2022
683	683	2021
684	684	2023
685	685	2009
686	686	2012
687	687	2018
688	688	1998
689	689	2024
690	690	2024
691	691	2024
692	692	2024
693	693	2024
694	694	2019
695	695	2019
696	696	1997
697	697	2022
698	698	2020
699	699	2019
700	700	2022
701	701	2018
702	702	2007
703	703	2011
704	704	2017
705	705	2017
706	706	2017
707	707	2023
708	708	2008
709	709	2015
710	710	2023
711	711	2009
712	712	2019
713	713	2008
714	714	2022
715	715	2007
716	716	2020
717	717	2020
718	718	2011
719	719	2018
720	720	2008
721	721	2008
722	722	2010
723	723	2009
724	724	2005
725	725	1988
726	726	2019
727	727	2024
728	728	2014
729	729	2013
730	730	2025
731	731	2023
732	732	2016
733	733	2018
734	734	2023
735	735	2012
736	736	2005
737	737	2024
738	738	2018
739	739	2009
740	740	2023
741	741	2016
742	742	2023
743	743	2007
744	744	2022
745	745	2010
746	746	2018
747	747	2006
748	748	2008
749	749	2009
750	750	2011
751	751	2017
752	752	2023
753	753	2024
754	754	2016
755	755	2021
756	756	2019
